,content,id,lat,location,lon,time,user,user_id
188,"Love that I can have an alcoholic beverage while watching a movie (or in this case, multiple… https://t.co/MybldP3NI4",967514613666299904,-71.09962,"Boston, MA",42.36298,2018-02-24 21:40:34,JulieSchultz79,522208247
189,@DanskIndustri is wrapping up a great day at MIT with @CopenhagenIPA @DTUtweet @koebenhavns_uni @novonordisk and WiD https://t.co/lgBsRkPyW4,967509080939094017,,,,2018-02-24 21:18:35,LindaWendelboe,3317538555
190,Evolving sales from art to science with the best team at @MIT @carlosmart1nez @EvaLivre 🚀 https://t.co/MGR3wFidwE,967505817988722699,,Uruguay,,2018-02-24 21:05:37,binomialSUR,796418843304488965
191,Thank you @thalesgroup  @KeolisBoston @saintgobain @IpsenGroup @AmadeusITGroup  for coming today at @MIT… https://t.co/DC7NBL0aef,967501629644779520,,"Boston, MA",,2018-02-24 20:48:58,FranceinBoston,30053267
192,@DaleMurphy3 you know that isn't his account right,967499987826495488,,"Cambridge, MA",,2018-02-24 20:42:27,Moomoomoo1,23379347
193,@normandieuniv discussing #EXCHANGE program and #StudyAbroad options with @CampusFrance at @MIT #EuropeanCareerFair… https://t.co/xwDsnSq2WC,967499534069846018,,"Boston, MA",,2018-02-24 20:40:38,FranceinBoston,30053267
194,Acaba de publicar una foto en Harvard Bridge https://t.co/4Y2j6ABKga,967498988948684800,-71.09132,Quito~Ecuador,42.35457,2018-02-24 20:38:28,Eri864,141766816
195,"You can stand me up at the gates of hell but I {won't back down} #riptompetty 
.
.
.
#wallmurals… https://t.co/8EzIWnxou4",967496083491508224,-71.0955,"Boston, MA",42.34734,2018-02-24 20:26:56,alyshafrank6,103366460
196,@NAGower @bensaufley  https://t.co/Vnptio0EWv,967495699733544961,,02139,,2018-02-24 20:25:24,hoover_dam,35197742
197,RT @zuzubar: TONIGHT: Soulelujah all vinyl old school dance party! https://t.co/BinpDD4s5m,967495140830056450,,"Boston, MA",,2018-02-24 20:23:11,OnYourTurntable,162734561
198,@Jim_Powell it literally doesn't matter,967494840895377411,,"Cambridge, MA",,2018-02-24 20:21:59,Moomoomoo1,23379347
199,@Valiantys @Witekio_int @Voluntis are also here for you @MIT #EuropeanCareerFair ! Only One hour left before closin… https://t.co/YL29ASciVU,967492820989829124,,"Boston, MA",,2018-02-24 20:13:58,FranceinBoston,30053267
200,well at least he wasn't gonna be super busy this summer anyway https://t.co/Gz8GvN5Dmt,967492551312801792,,02139,,2018-02-24 20:12:54,hoover_dam,35197742
201,"@rubblewoman you can't waste that kind of punchline, no sir",967490606858756096,,02139,,2018-02-24 20:05:10,hoover_dam,35197742
202,"Harold is pretty good, I think I’ll keep him. @ Trident Booksellers and Cafe https://t.co/RB85TExfKo",967490146479345664,-71.08720635,"Boston, MA",42.34826391,2018-02-24 20:03:20,simpsonsparadox,14892502
203,the smell of real ass genuine leather is so good,967489370868547588,,behind you,,2018-02-24 20:00:15,EhllYeah,521454404
204,@MIT #EuropeanCareerFair you can also meet with @cilcare #MakingHearingAPriority!! The R&amp;D #experts for drug develo… https://t.co/4vKGCRgXoN,967489253826539520,,"Boston, MA",,2018-02-24 19:59:47,FranceinBoston,30053267
205,@edgar Como van? Parejos?,967489030068801541,,"Boston, MA",,2018-02-24 19:58:54,jayfallon,814754
206,"TONIGHT! @LaganjaEstranja takes over #MachineNightclub 🙌🏽

18+
Doors at 10 PM
All Gender Bathrooms
Wheelchair Acces… https://t.co/45cvBI3FqI",967488562756308998,,"Boston, MA",,2018-02-24 19:57:03,Machine_Boston,2890155377
207,"@tedlieu If I were a billion dollars underwater on my mortgage, you’re damned right I’d have other loyalties right… https://t.co/tGNtVKbkEZ",967488521601798144,,"Boston, MA",,2018-02-24 19:56:53,jayfallon,814754
208,@sparklepipsi https://t.co/l1rbkOksDK wha,967488444032221185,,02139,,2018-02-24 19:56:34,hoover_dam,35197742
209,@smsaideman @RadioFreeTom If like to say the same about the title of certain courses that claim “amazing magics” bu… https://t.co/aOnKayMY8i,967487205408231427,,"Boston, MA",,2018-02-24 19:51:39,jayfallon,814754
210,I had a really dope time performing at @soniamideast with my sis @OompOutLoud for @oshuniverse here's how we felt i… https://t.co/Xat3zq6UcF,967487102681313280,,My Insecurities ,,2018-02-24 19:51:14,cliffnotezz,129316510
